ID_H,ID_W,G6,F14
10067.0,5.0,1.0,320000.0
10068.0,5.0,2.0,354000.0
10069.0,5.0,2.0,833100.0
10070.0,5.0,2.0,724140.0
10071.0,5.0,1.0,100000.0
10072.0,5.0,1.0,390000.0
10074.0,5.0,2.0,423000.0
10075.0,5.0,2.0,250000.0
10076.0,5.0,2.0,250000.0
10077.0,5.0,2.0,549000.0
10078.0,5.0,2.0,208000.0
10079.0,5.0,2.0,1300000.0
10080.0,5.0,2.0,140000.0
10081.0,5.0,2.0,380000.0
10082.0,5.0,2.0,340000.0
10083.0,5.0,2.0,186000.0
10084.0,5.0,2.0,2800000.0
10085.0,5.0,2.0,400000.0
10086.0,5.0,2.0,220000.0
10088.0,5.0,2.0,322000.0
10089.0,5.0,2.0,150000.0
10090.0,5.0,2.0,420000.0
10091.0,5.0,2.0,491000.0
11001.0,5.0,2.0,250000.0
11002.0,5.0,2.0,92000.0
11003.0,5.0,2.0,521000.0
11004.0,5.0,2.0,340000.0
11005.0,5.0,2.0,698000.0
11006.0,5.0,2.0,231000.0
11007.0,5.0,2.0,155000.0
11008.0,5.0,2.0,270000.0
11009.0,5.0,1.0,70000.0
11010.0,5.0,2.0,380000.0
12001.0,5.0,2.0,275000.0
12002.0,5.0,3.0,880000.0
12003.0,5.0,2.0,980657.0
12004.0,5.0,2.0,185000.0
12005.0,5.0,2.0,864000.0
12006.0,5.0,2.0,135425.0
12007.0,5.0,2.0,300000.0
12008.0,5.0,2.0,116000.0
12009.0,5.0,1.0,400000.0
12010.0,5.0,3.0,105000.0
12011.0,5.0,2.0,345000.0
12012.0,5.0,1.0,436000.0
12013.0,5.0,2.0,300000.0
12014.0,5.0,3.0,1020000.0
12015.0,5.0,3.0,595000.0
12016.0,5.0,3.0,500000.0
12017.0,5.0,2.0,730000.0
12018.0,5.0,2.0,250000.0
12020.0,5.0,2.0,720000.0
12021.0,5.0,2.0,203000.0
12022.0,5.0,3.0,1000043.0
12023.0,5.0,3.0,630000.0
12024.0,5.0,3.0,710000.0
12025.0,5.0,3.0,626000.0
12026.0,5.0,2.0,144000.0
12027.0,5.0,2.0,532000.0
12028.0,5.0,2.0,150000.0
12029.0,5.0,2.0,1025000.0
12030.0,5.0,2.0,200000.0
12031.0,5.0,2.0,723000.0
12032.0,5.0,2.0,120000.0
12033.0,5.0,2.0,245000.0
12034.0,5.0,2.0,884000.0
12035.0,5.0,2.0,143000.0
12037.0,5.0,2.0,617000.0
12038.0,5.0,2.0,300000.0
12039.0,5.0,2.0,752000.0
12040.0,5.0,2.0,250000.0
12041.0,5.0,2.0,180000.0
12042.0,5.0,2.0,450000.0
12043.0,5.0,2.0,73320.0
12044.0,5.0,2.0,87000.0
12045.0,5.0,2.0,150000.0
12046.0,5.0,2.0,84000.0
12047.0,5.0,2.0,170000.0
12048.0,5.0,2.0,230000.0
12049.0,5.0,2.0,220000.0
12050.0,5.0,2.0,180000.0
12051.0,5.0,2.0,130000.0
12052.0,5.0,2.0,120000.0
12053.0,5.0,2.0,390000.0
12055.0,5.0,1.0,185000.0
12056.0,5.0,2.0,334000.0
12057.0,5.0,1.0,300000.0
12058.0,5.0,2.0,400000.0
12059.0,5.0,2.0,300000.0
12060.0,5.0,2.0,90500.0
12061.0,5.0,2.0,620000.0
12062.0,5.0,2.0,258000.0
12063.0,5.0,2.0,830000.0
12065.0,5.0,2.0,164000.0
12066.0,5.0,2.0,195000.0
12067.0,5.0,2.0,92000.0
12068.0,5.0,2.0,190000.0
12069.0,5.0,2.0,430400.0
12070.0,5.0,2.0,570000.0
12071.0,5.0,2.0,252000.0
12072.0,5.0,2.0,691000.0
12073.0,5.0,2.0,432500.0
12074.0,5.0,2.0,804000.0
12075.0,5.0,2.0,120000.0
12076.0,5.0,2.0,370600.0
12077.0,5.0,2.0,171000.0
12078.0,5.0,2.0,608000.0
12079.0,5.0,2.0,194000.0
12080.0,5.0,2.0,969000.0
12081.0,5.0,2.0,859000.0
12083.0,5.0,2.0,133000.0
12085.0,5.0,3.0,360000.0
12086.0,5.0,2.0,461000.0
12087.0,5.0,3.0,142000.0
12088.0,5.0,2.0,568000.0
12089.0,5.0,3.0,480000.0
12090.0,5.0,2.0,87000.0
12091.0,5.0,2.0,330000.0
12092.0,5.0,2.0,130000.0
13001.0,5.0,2.0,306000.0
13002.0,5.0,2.0,1735000.0
13003.0,5.0,2.0,628000.0
13004.0,5.0,2.0,237000.0
13005.0,5.0,2.0,288000.0
13006.0,5.0,2.0,1198000.0
13007.0,5.0,2.0,560000.0
13008.0,5.0,2.0,200000.0
13009.0,5.0,1.0,63000.0
13010.0,5.0,2.0,284000.0
14001.0,5.0,2.0,408600.0
14002.0,5.0,2.0,91000.0
14003.0,5.0,2.0,94000.0
14004.0,5.0,2.0,400000.0
14005.0,5.0,99999999.0,140000.0
14006.0,5.0,3.0,407000.0
14008.0,5.0,2.0,400000.0
14010.0,5.0,2.0,144000.0
15001.0,5.0,2.0,290000.0
15002.0,5.0,2.0,371000.0
15003.0,5.0,2.0,307000.0
15004.0,5.0,2.0,244000.0
15005.0,5.0,2.0,270000.0
15006.0,5.0,2.0,300000.0
15007.0,5.0,2.0,190000.0
15008.0,5.0,2.0,360000.0
15009.0,5.0,2.0,108400.0
15010.0,5.0,2.0,95000.0
16001.0,5.0,1.0,310000.0
16002.0,5.0,2.0,290000.0
16003.0,5.0,1.0,250000.0
16004.0,5.0,2.0,325000.0
16005.0,5.0,2.0,96000.0
16006.0,5.0,2.0,220000.0
16007.0,5.0,2.0,390000.0
16008.0,5.0,1.0,150000.0
16009.0,5.0,2.0,290000.0
16010.0,5.0,2.0,104000.0
17001.0,5.0,2.0,50000.0
17002.0,5.0,2.0,104000.0
17003.0,5.0,2.0,178000.0
17004.0,5.0,2.0,15000.0
17005.0,5.0,2.0,100000.0
17006.0,5.0,2.0,395000.0
17007.0,5.0,2.0,101000.0
17008.0,5.0,2.0,106000.0
17009.0,5.0,3.0,230000.0
17010.0,5.0,2.0,99999999.0
18001.0,5.0,2.0,100000.0
18002.0,5.0,2.0,160000.0
18003.0,5.0,2.0,280000.0
18004.0,5.0,2.0,70000.0
18005.0,5.0,2.0,170000.0
18006.0,5.0,2.0,218770.0
18007.0,5.0,2.0,488000.0
18009.0,5.0,2.0,80000.0
18010.0,5.0,2.0,300000.0
19001.0,5.0,2.0,350000.0
19002.0,5.0,3.0,400000.0
19003.0,5.0,2.0,80000.0
19004.0,5.0,2.0,135000.0
19005.0,5.0,2.0,676000.0
19006.0,5.0,2.0,500000.0
19007.0,5.0,1.0,140000.0
19008.0,5.0,2.0,140000.0
19009.0,5.0,2.0,262300.0
19010.0,5.0,2.0,99999999.0
20001.0,5.0,2.0,90000.0
20002.0,5.0,2.0,302000.0
20003.0,5.0,2.0,72000.0
20004.0,5.0,2.0,59900.0
20005.0,5.0,2.0,78000.0
20006.0,5.0,2.0,70000.0
20007.0,5.0,2.0,99999999.0
20008.0,5.0,3.0,1075000.0
20009.0,5.0,2.0,334000.0
20010.0,5.0,2.0,28000.0
21001.0,5.0,2.0,123000.0
21003.0,5.0,2.0,77000.0
21004.0,5.0,2.0,257642.0
21005.0,5.0,2.0,166000.0
22002.0,5.0,2.0,200000.0
22003.0,5.0,2.0,100000.0
22004.0,5.0,2.0,70000.0
23001.0,5.0,2.0,84000.0
24001.0,5.0,3.0,260000.0
24002.0,5.0,2.0,250000.0
24003.0,5.0,2.0,200000.0
24004.0,5.0,2.0,76000.0
25001.0,5.0,2.0,300000.0
25002.0,5.0,2.0,170000.0
25003.0,5.0,1.0,200000.0
26001.0,5.0,1.0,250000.0
26002.0,5.0,2.0,75000.0
26003.0,5.0,1.0,90000.0
27001.0,5.0,1.0,112000.0
28001.0,5.0,2.0,101000.0
29001.0,5.0,2.0,96000.0
29002.0,5.0,2.0,76000.0
29003.0,5.0,2.0,497000.0
30001.0,5.0,2.0,100000.0
30002.0,5.0,2.0,189000.0
30003.0,5.0,2.0,30000.0
31001.0,5.0,2.0,184000.0
32001.0,5.0,2.0,460000.0
33001.0,5.0,2.0,460000.0
33002.0,5.0,2.0,200000.0
33003.0,5.0,2.0,120000.0
33004.0,5.0,2.0,420000.0
33007.0,5.0,2.0,200000.0
33008.0,5.0,2.0,127000.0
33009.0,5.0,2.0,130000.0
33010.0,5.0,1.0,267000.0
33011.0,5.0,1.0,548000.0
33012.0,5.0,2.0,91600.0
33013.0,5.0,2.0,100000.0
33014.0,5.0,2.0,24000.0
33015.0,5.0,2.0,200000.0
33016.0,5.0,2.0,99999997.0
33017.0,5.0,2.0,112000.0
33018.0,5.0,99999999.0,74600.0
33020.0,5.0,2.0,402000.0
33021.0,5.0,2.0,200000.0
33022.0,5.0,1.0,99999997.0
33023.0,5.0,3.0,246000.0
33024.0,5.0,2.0,150000.0
33025.0,5.0,2.0,300000.0
33026.0,5.0,2.0,220000.0
33027.0,5.0,2.0,1390000.0
33029.0,5.0,2.0,0.0
33030.0,5.0,2.0,150000.0
33031.0,5.0,2.0,95000.0
33032.0,5.0,2.0,290000.0
33033.0,5.0,2.0,235000.0
33034.0,5.0,2.0,82000.0
33035.0,5.0,3.0,460000.0
33037.0,5.0,2.0,186000.0
33038.0,5.0,2.0,99999999.0
33039.0,5.0,2.0,200000.0
33041.0,5.0,2.0,115000.0
33042.0,5.0,2.0,251000.0
33043.0,5.0,2.0,134000.0
33044.0,5.0,2.0,270500.0
33045.0,5.0,2.0,450000.0
33046.0,5.0,2.0,99999998.0
33047.0,5.0,2.0,128000.0
33048.0,5.0,2.0,521000.0
33049.0,5.0,2.0,172000.0
33050.0,5.0,2.0,148000.0
33051.0,5.0,2.0,615000.0
33052.0,5.0,2.0,67000.0
33053.0,5.0,2.0,170000.0
33054.0,5.0,2.0,187000.0
33055.0,5.0,3.0,180000.0
33056.0,5.0,2.0,226000.0
33057.0,5.0,2.0,485000.0
33058.0,5.0,3.0,240500.0
33059.0,5.0,2.0,0.0
33060.0,5.0,2.0,41000.0
33061.0,5.0,2.0,150000.0
33062.0,5.0,1.0,193000.0
33063.0,5.0,3.0,219000.0
33064.0,5.0,3.0,240000.0
33065.0,5.0,2.0,160000.0
33066.0,5.0,1.0,99999998.0
33067.0,5.0,1.0,400000.0
33068.0,5.0,3.0,121000.0
33069.0,5.0,2.0,250000.0
33070.0,5.0,1.0,210000.0
34001.0,5.0,2.0,132200.0
34002.0,5.0,1.0,78000.0
34003.0,5.0,2.0,124000.0
34004.0,5.0,3.0,130000.0
34005.0,5.0,3.0,202500.0
34006.0,5.0,2.0,78000.0
34007.0,5.0,2.0,161000.0
34008.0,5.0,2.0,155000.0
34009.0,5.0,99999999.0,78000.0
34010.0,5.0,2.0,59000.0
35001.0,5.0,2.0,110000.0
35002.0,5.0,2.0,110000.0
35003.0,5.0,2.0,110000.0
35004.0,5.0,2.0,99999997.0
35005.0,5.0,2.0,120000.0
35006.0,5.0,2.0,54000.0
35007.0,5.0,2.0,110000.0
35008.0,5.0,2.0,110000.0
35009.0,5.0,2.0,148000.0
35010.0,5.0,2.0,99999997.0
36001.0,5.0,2.0,132000.0
36003.0,5.0,2.0,112000.0
36004.0,5.0,2.0,174000.0
37001.0,5.0,2.0,99999997.0
37002.0,5.0,2.0,210000.0
38001.0,5.0,2.0,667000.0
38002.0,5.0,3.0,200000.0
39001.0,5.0,2.0,99999999.0
39002.0,5.0,2.0,90000.0
39003.0,5.0,2.0,640000.0
39004.0,5.0,2.0,205000.0
39005.0,5.0,2.0,196000.0
39006.0,5.0,2.0,200000.0
39007.0,5.0,2.0,200000.0
39008.0,5.0,2.0,578000.0
39009.0,5.0,2.0,570000.0
39010.0,5.0,2.0,200000.0
39011.0,5.0,2.0,350000.0
39012.0,5.0,2.0,290000.0
39013.0,5.0,2.0,194000.0
39014.0,5.0,2.0,360000.0
39015.0,5.0,2.0,195000.0
39016.0,5.0,2.0,71000.0
39017.0,5.0,2.0,900000.0
39018.0,5.0,2.0,200000.0
39019.0,5.0,2.0,188000.0
39020.0,5.0,2.0,452000.0
39021.0,5.0,2.0,104000.0
39022.0,5.0,2.0,150000.0
39023.0,5.0,2.0,12000.0
39024.0,5.0,2.0,84000.0
39025.0,5.0,2.0,150000.0
39026.0,5.0,2.0,165000.0
39027.0,5.0,2.0,219000.0
39028.0,5.0,2.0,522300.0
39029.0,5.0,2.0,186000.0
39030.0,5.0,2.0,514000.0
39031.0,5.0,2.0,58000.0
39032.0,5.0,2.0,428000.0
39033.0,5.0,2.0,99999998.0
39034.0,5.0,3.0,500000.0
39035.0,5.0,2.0,120000.0
39036.0,5.0,2.0,402000.0
39037.0,5.0,2.0,110000.0
39038.0,5.0,2.0,171000.0
39039.0,5.0,2.0,99999998.0
39040.0,5.0,2.0,130500.0
39041.0,5.0,2.0,206600.0
39042.0,5.0,3.0,150000.0
39043.0,5.0,2.0,762300.0
39044.0,5.0,2.0,286000.0
39045.0,5.0,2.0,141000.0
39046.0,5.0,2.0,331000.0
39047.0,5.0,2.0,324000.0
39048.0,5.0,2.0,238000.0
39049.0,5.0,2.0,258000.0
39050.0,5.0,2.0,190000.0
40001.0,5.0,2.0,250000.0
40002.0,5.0,2.0,50000.0
40003.0,5.0,2.0,180000.0
40004.0,5.0,2.0,524400.0
40005.0,5.0,2.0,99999997.0
40006.0,5.0,2.0,220000.0
40007.0,5.0,2.0,450000.0
40008.0,5.0,2.0,31000.0
40009.0,5.0,2.0,151750.0
40010.0,5.0,2.0,120000.0
41001.0,5.0,3.0,227000.0
41002.0,5.0,3.0,352000.0
41003.0,5.0,3.0,473340.0
41004.0,5.0,3.0,134000.0
41005.0,5.0,3.0,99999999.0
41006.0,5.0,2.0,250000.0
41007.0,5.0,3.0,184000.0
41008.0,5.0,3.0,120000.0
41009.0,5.0,3.0,305000.0
41010.0,5.0,3.0,110000.0
42001.0,5.0,2.0,202700.0
42002.0,5.0,2.0,80000.0
42003.0,5.0,2.0,375000.0
42004.0,5.0,2.0,319059.0
42005.0,5.0,2.0,280000.0
42006.0,5.0,2.0,325700.0
42007.0,5.0,2.0,280000.0
42008.0,5.0,2.0,220000.0
42009.0,5.0,2.0,48000.0
42010.0,5.0,2.0,228000.0
43001.0,5.0,2.0,957000.0
43002.0,5.0,1.0,134000.0
43003.0,5.0,2.0,367000.0
43004.0,5.0,2.0,80000.0
43005.0,5.0,2.0,296000.0
43006.0,5.0,1.0,99999998.0
43007.0,5.0,2.0,496000.0
43008.0,5.0,2.0,660000.0
43009.0,5.0,2.0,62500.0
43010.0,5.0,2.0,200000.0
44001.0,5.0,2.0,140500.0
44002.0,5.0,2.0,99999999.0
44003.0,5.0,2.0,85000.0
44004.0,5.0,2.0,358900.0
44005.0,5.0,2.0,192500.0
44006.0,5.0,2.0,100000.0
44007.0,5.0,2.0,730000.0
44008.0,5.0,2.0,180000.0
44009.0,5.0,2.0,264000.0
44010.0,5.0,2.0,148000.0
45001.0,5.0,2.0,31000.0
45002.0,5.0,99999999.0,207000.0
45004.0,5.0,2.0,1111000.0
45005.0,5.0,2.0,400000.0
45007.0,5.0,2.0,350000.0
45008.0,5.0,2.0,260000.0
45009.0,5.0,3.0,370000.0
45010.0,5.0,2.0,240000.0
45011.0,5.0,2.0,240000.0
45012.0,5.0,3.0,292700.0
45013.0,5.0,2.0,200000.0
45014.0,5.0,2.0,309247.0
45015.0,5.0,2.0,162600.0
45016.0,5.0,2.0,220000.0
45017.0,5.0,3.0,73255.0
45018.0,5.0,2.0,100000.0
45019.0,5.0,3.0,107178.0
45020.0,5.0,2.0,408000.0
45021.0,5.0,2.0,155000.0
45022.0,5.0,2.0,450000.0
45023.0,5.0,2.0,72000.0
45024.0,5.0,2.0,170000.0
45025.0,5.0,1.0,168000.0
45027.0,5.0,2.0,600000.0
45028.0,5.0,2.0,338000.0
45029.0,5.0,2.0,350000.0
45030.0,5.0,2.0,320000.0
45031.0,5.0,2.0,890000.0
45032.0,5.0,2.0,216000.0
45033.0,5.0,2.0,360000.0
45035.0,5.0,2.0,417000.0
45036.0,5.0,2.0,405000.0
45037.0,5.0,99999999.0,240000.0
45038.0,5.0,2.0,338200.0
45040.0,5.0,1.0,396848.0
45041.0,5.0,99999999.0,171400.0
45042.0,5.0,3.0,734000.0
45044.0,5.0,2.0,445000.0
45045.0,5.0,2.0,635000.0
45046.0,5.0,2.0,197000.0
45047.0,5.0,2.0,239000.0
45048.0,5.0,2.0,420000.0
45049.0,5.0,2.0,528000.0
45050.0,5.0,2.0,195000.0
45051.0,5.0,99999999.0,380000.0
45052.0,5.0,2.0,621971.0
45053.0,5.0,2.0,470000.0
45054.0,5.0,2.0,475000.0
45055.0,5.0,2.0,435000.0
45057.0,5.0,2.0,816000.0
45058.0,5.0,2.0,500000.0
45059.0,5.0,2.0,295000.0
45060.0,5.0,2.0,240000.0
45061.0,5.0,2.0,226000.0
45062.0,5.0,2.0,210000.0
45063.0,5.0,2.0,909000.0
45064.0,5.0,2.0,350000.0
45065.0,5.0,2.0,60000.0
45066.0,5.0,2.0,425000.0
45067.0,5.0,3.0,78000.0
45068.0,5.0,2.0,293700.0
45070.0,5.0,2.0,609848.0
45071.0,5.0,3.0,421300.0
45073.0,5.0,3.0,1028400.0
45074.0,5.0,2.0,1031000.0
45075.0,5.0,2.0,288000.0
45076.0,5.0,2.0,302500.0
45077.0,5.0,2.0,360000.0
45078.0,5.0,2.0,447000.0
45079.0,5.0,2.0,750000.0
45080.0,5.0,3.0,352000.0
45081.0,5.0,2.0,680000.0
45082.0,5.0,2.0,302000.0
45083.0,5.0,2.0,717000.0
45085.0,5.0,2.0,300000.0
45086.0,5.0,2.0,685000.0
45087.0,5.0,2.0,220000.0
45089.0,5.0,2.0,65000.0
45090.0,5.0,2.0,170000.0
45091.0,5.0,2.0,225000.0
45092.0,5.0,2.0,152000.0
45093.0,5.0,2.0,1500000.0
45094.0,5.0,3.0,284000.0
45095.0,5.0,1.0,42000.0
45096.0,5.0,2.0,1069200.0
45097.0,5.0,2.0,236000.0
45098.0,5.0,2.0,462000.0
45099.0,5.0,2.0,230000.0
45101.0,5.0,3.0,143700.0
45102.0,5.0,2.0,390000.0
45103.0,5.0,2.0,280000.0
45104.0,5.0,2.0,464000.0
45105.0,5.0,2.0,514000.0
45106.0,5.0,2.0,35000.0
45107.0,5.0,2.0,96000.0
45108.0,5.0,3.0,630000.0
46001.0,5.0,2.0,1480000.0
46002.0,5.0,2.0,184000.0
46003.0,5.0,2.0,350000.0
46004.0,5.0,2.0,365000.0
46005.0,5.0,2.0,240000.0
46006.0,5.0,2.0,234000.0
46007.0,5.0,2.0,4457800.0
46008.0,5.0,2.0,500000.0
46009.0,5.0,2.0,140000.0
46010.0,5.0,2.0,1005000.0
46011.0,5.0,2.0,2470000.0
46012.0,5.0,2.0,170000.0
46013.0,5.0,2.0,2128000.0
46014.0,5.0,3.0,396000.0
46015.0,5.0,2.0,67000.0
46016.0,5.0,2.0,820000.0
46017.0,5.0,2.0,280000.0
46018.0,5.0,2.0,661700.0
46019.0,5.0,2.0,120000.0
46020.0,5.0,2.0,1500000.0
46021.0,5.0,2.0,770000.0
46022.0,5.0,2.0,340000.0
